111015159201859824641545540652.
0.040000000000000001
(-11.8884480266467,0.646462417325438)
(-3.52460690211336,-12.0032397089209)
(10.9151212884189,-7.03555643858366)
(9.81461958041060,8.50853222850229)
(-5.79671507406626,11.7529547514982)
(-13.4136235361871,-2.50581314209290)
(-1.82045012281883,-13.8317701240500)
(12.2475973242106,-5.69499917602514)
(8.10706468907515,10.2971688990372)
(-8.84650016860195,10.8939227730240)
(-14.7219782929727,-5.29212841212330)
(-1.45211575072626,-15.7942530204214)
(11.8076270062671,-6.66636769904564)
(6.54139660573880,7.68492656392161)
(-8.52217120587637,5.70808019387529)
(-10.4048822057482,-10.0838098009594)
(4.79834904017397,-17.0145945737755)
(16.5883064477966,-5.05190436437583)
(9.80554578386546,9.26495971826140)
(-4.21234577831747,7.30406166179353)
(-5.23596489706863,-5.19499016601302)
(6.27068218592192,-7.97071036103746)
(11.0454523202490,3.19961657900343)
(0.650317750586278,10.7438520713822)
(-9.73055987268813,2.32651473669292)
(-4.26804385405487,-10.1283963284885)
(9.31034200899598,-8.02509538559364)
(10.7431486601288,5.87026811828447)
(-2.57778713421834,10.9922959167798)
(-11.2420471617825,-0.634339646282446)
(-2.32501446089712,-12.1680882554089)
(11.1631772277362,-6.51778110300347)
(9.05611571380416,8.17587262494764)
(-6.13058390827415,10.0254863285389)
(-12.3632737277599,-4.47392897416930)
(-0.185427147342372,-14.8469398879714)
(13.1448320138579,-6.28727512323128)
(8.56076777207830,8.57027174421107)
(-6.94501640030675,7.83030656649062)
(-10.2860266292152,-7.76085537205307)
(4.21352693379144,-15.7084005928302)
(16.5169990477580,-4.26323907285142)
(9.79897411637591,10.7457187723407)
(-5.60980741603329,9.02638588524811)
(-7.86942602596049,-5.13382712877530)
(4.57007458142883,-10.1313233000361)
(11.6835629686204,0.756310228541049)
(2.33259735429350,9.98464646685701)
(-9.10958491297457,2.66380246644453)
(-4.64576542279602,-10.6956639330806)
(9.79541242609117,-9.79535146144456)
(12.6879419259064,4.62961762900476)
(-0.773718079658633,11.1310894411110)
(-10.6503579697829,-0.637024865591579)
(-1.42969709582654,-13.7069925623187)
(14.3029611995094,-8.17956734156260)
(13.4777985694795,8.97542428137709)
(-3.42819985278694,13.1376969576210)
(-12.1286837853573,-2.07353166554095)
(0.405675706045636,-14.6596096785994)
(16.3206044890129,-5.70621863351648)
(12.1062968543656,12.7079515760502)
(-7.17972604264151,14.2684439386242)
(-14.5987624582484,-3.63372902714708)
(0.0140645396843961,-15.7376254345489)
(15.1727455316768,-5.14375849846904)
(8.56131670517915,12.1463555446144)
(-10.6435536072123,10.0549907093198)
(-14.6349264831685,-10.0488208014118)
(3.41327160537716,-21.1132445163906)
(19.8993206125597,-8.73049669927543)
