30465914301167699710444825946.
0.040000000000000001
(-3.34268299136438,-4.51171914953565)
(3.30575031801126,-4.70835186707642)
(5.40846167885788,1.59861727111408)
(-0.0462204501830740,5.47020112752982)
(-5.39595413572821,1.41221586641338)
(-3.16080543244807,-4.85710246919682)
(3.36208765223874,-4.53703778456590)
(4.80662905109015,1.75077574388319)
(-0.916275510869204,4.85009513366508)
(-5.60720535265227,0.126987470181109)
(-2.44249498250540,-5.85891381869666)
(4.23276888195074,-4.63066263688252)
(4.98155547481855,2.09089816050878)
(-1.29385079734995,4.70450275377353)
(-5.65448561669985,-0.662273214708626)
(-1.73070865233535,-6.52265486297409)
(5.14048449998590,-4.50673462555320)
(5.28994819736944,2.74487466191383)
(-1.65923510393271,5.13476459049370)
(-6.14264166660830,-0.753814789451612)
(-2.01019630984441,-6.81617984876593)
(4.85740285172789,-4.76205962098900)
(4.81394439496433,2.27384159788060)
(-2.01280980258299,4.16842930528487)
(-5.93284448528120,-1.96340213397396)
(-1.30575126742714,-7.75537017605242)
(5.61836257922161,-5.34851386795739)
(5.55242882815051,1.70207934529734)
(-0.902994687924225,3.62461770590455)
(-4.43257979350325,-1.83829966301708)
(-0.319877771585052,-6.61656444876102)
(5.15349040839203,-4.11643649163734)
(4.14056180894564,1.45395076004625)
(-1.31792688062836,1.54677523058344)
(-2.41657028181159,-3.98824713977216)
(3.24434331532709,-6.49344521486261)
(7.66386310754655,-1.23171968283929)
(3.80169278025453,5.15226904495657)
(-3.85237252499495,3.66838351946611)
(-5.08552667662499,-3.99952861746380)
(1.52712345323164,-7.34582368871909)
(6.08070388181492,-1.85031864488254)
(1.09843623122993,3.99982005646134)
(-7.28921971648280,0.00127025464167242)
(-6.78755407988360,-11.2419876190051)
(4.56834573639618,-16.7747842331484)
(15.2999787672459,-9.88276187257568)
(15.1026201002000,1.48455887180193)
(7.41923905887766,5.56989353612258)
(3.39555274664261,1.76231265761700)
(6.41496399522003,-0.483151102371628)
(8.75263456207808,3.88587545647102)
(4.07343639213929,8.57413251884362)
(-2.81669672140564,5.89141174506884)
(-2.95641055408862,-1.36993384141963)
(3.45604100481826,-3.54459244899330)
(6.94491974749491,1.99263303504614)
(2.25260471532042,6.83294075389588)
(-3.95842073463787,3.51909574917117)
(-2.55068154972943,-3.54794138191997)
(4.76891048499002,-4.15112789614760)
(7.45799067716812,3.03269763054892)
(1.03806506638634,8.06765374035776)
(-6.18235070463786,3.53651988755871)
(-4.45727103044970,-4.80763240180020)
(3.66402703197098,-5.81164449484900)
(6.67961806616740,1.46305887820982)
(0.199620827745781,6.21589357779022)
(-6.68594424451063,0.895770173505924)
(-3.84123090010910,-8.09316194457805)
(5.84568750120594,-8.99219739822805)
(10.3180934454664,-0.744701437621524)
(4.76019704737910,5.72058580329645)
(-2.18441811381255,2.58371182985025)
(-0.730298876192913,-4.47201491728941)
(6.64582797188979,-4.73063722003391)
(9.23264088527740,2.52187433476017)
(3.33594799326186,7.45489497812785)
(-2.89647084622320,3.85142988943884)
(-1.43586449774802,-2.41236801717325)
(4.36119411364953,-2.30992525645692)
(5.17232670424543,3.27187280896035)
(-0.427348135712673,5.21568251832077)
(-3.92389413772731,-0.103702095145726)
(0.427107527102981,-5.22899093126236)
(6.77988830493464,-2.48618952943676)
(5.93384875030575,4.45012140200041)
(-1.04258535119477,5.45057626867357)
(-3.79714267371657,-1.28303819834620)
(2.44432833516536,-5.94583714210459)
(9.29094036569034,-0.835339760892836)
(6.42389982087572,8.05556956315339)
(-3.55604193201128,8.52953854489752)
(-7.80961914476332,-0.945676206724596)
(-0.496670898819050,-8.48732726877899)
(9.07015886222862,-4.52325437959494)
(8.84268017117141,5.41403180299628)
(0.0640109354522763,8.41790433860878)
(-5.05571528106351,1.67581613102481)
(-0.413530516451553,-4.45175036206644)
(6.11018579533496,-1.52936684531804)
(4.60531316026274,5.25934248462464)
(-2.48145046417038,5.16883156716202)
(-4.07338119268897,-2.16597166490882)
(3.16949653193858,-5.90915134709774)
(9.45953421079544,0.361733700947331)
(5.49476063343133,8.93783390323043)
(-4.11845259751666,8.33952299013321)
(-6.89109618898143,-0.615878838529651)
(0.270214056502403,-5.80253943254782)
(6.84311633080809,-0.650092973209118)
(3.56152666645203,6.81580975775535)
(-4.57931210217972,5.52411397909593)
(-5.58155635273982,-2.84505536636387)
(2.31685373649666,-6.24310243289080)
(7.94240846661572,0.496368233652773)
(3.00858550275289,8.04518928352892)
(-5.91921843749055,5.60189993790098)
(-6.44750738042688,-3.74238408716020)
(2.17695767411364,-7.14143387982487)
(7.85261573096520,-0.0235288166023083)
(2.57761946815632,7.36919053925109)
(-6.21792367076780,4.29094574946404)
(-5.99154227804037,-5.37980428921959)
(3.36711925835444,-8.48619955298033)
(9.40480753314567,-0.922957291784593)
(4.51331243516165,6.80032277542910)
(-3.66232091433179,4.46587901020469)
(-3.35449031542978,-3.63000889568221)
(4.60509784863653,-5.17275383264675)
(8.22097251416703,2.37971804012331)
(1.76838824717945,8.13667053217339)
(-5.75016176693502,3.49620091289859)
(-3.35986978754087,-5.21176540119317)
(5.98140200349575,-5.41139452836503)
(9.13969485900498,3.79212371487072)
(1.24372524672216,9.94420686189916)
(-7.20798681149506,4.52745594944491)
(-4.84295807240901,-5.02460613564523)
(4.72078386587494,-5.62571782282385)
(7.98215137154233,3.21386781591006)
(0.494197285108225,8.83964941235374)
(-7.02538988537725,3.35043296989845)
(-3.97169302689098,-5.32958172662959)
(5.12837417340944,-4.80563343655958)
(7.10665147795734,4.13771363262185)
(-1.07267665685514,8.62963905549897)
(-7.91076796213380,2.01920812293031)
(-3.64804286661437,-6.57602859876806)
(5.82690113034812,-5.09327459663563)
(7.20394556899637,4.38476101346234)
(-1.45826056962621,8.50425385106676)
(-7.97585884642253,1.47606540096795)
(-3.25584273279517,-6.77137679408717)
(5.87752707138085,-4.67569204024106)
(6.41479454996257,4.59194345230975)
(-2.35604509609210,7.68265899030947)
(-7.85455658780836,0.0804284825353783)
(-2.13019723270505,-7.44298807774635)
(6.76297757790582,-4.14212150414132)
(6.16364252261776,5.35442723285717)
(-3.16008338441749,7.53203922385433)
(-8.00018044792975,-0.808984273763212)
(-1.43152188141728,-7.91835840529273)
(7.28689924398855,-3.72098513061429)
(5.78679770889482,5.83507883910333)
(-3.82725612392670,7.14794188248719)
(-7.88757952552658,-1.72286203200325)
(-0.552021283399982,-8.22048252905843)
(7.82244845392672,-3.07677833124303)
(5.31393731140100,6.46287565370759)
(-4.59840498032399,6.83259245499133)
(-7.86970405167040,-2.58978765202518)
(0.203278307049839,-8.50023495574687)
(8.22390149505309,-2.49299836347398)
(4.79075576933244,6.95170358475256)
(-5.29311729839791,6.41227055479836)
(-7.74588366663314,-3.42838059042137)
(0.952954980119248,-8.67107456793944)
(8.50253934163994,-1.87821886255745)
(4.18044075293005,7.32688604870190)
(-5.91287009243208,5.85837362659907)
(-7.45365975941846,-4.24345770598802)
(1.76605789861534,-8.64575348530860)
(8.63423101750848,-1.06285735462850)
(3.30376048793314,7.74885865366034)
(-6.76936233900216,5.21051103703394)
(-7.35473083563919,-5.18202895027388)
(2.31316739427485,-8.77215084510562)
(8.38884995501491,-0.609204141346832)
(2.14586926495123,7.40655983375290)
(-7.43091727552173,3.44430122660963)
(-6.29505107136846,-7.21246056810537)
(4.53702569821774,-9.40083118340056)
(10.0760320891570,0.386503491212827)
(2.45349781998295,8.71887462553690)
(-7.75928389020881,3.99987139628458)
(-6.27879217781136,-7.08024487715578)
(4.70443530412157,-8.84402229766607)
(9.49646945631244,1.21351332847350)
(1.08121983105831,8.72904253275789)
(-8.76476732435679,2.70276386645769)
(-5.92554518033779,-8.78111147763634)
(6.05607417832321,-9.69473242337737)
(10.7150839106713,1.41085223608276)
(1.67437044039015,9.22187264057220)
(-8.39296698029225,3.03457740644727)
(-5.51336564319053,-8.31117124896306)
(6.07189862976824,-8.93152263718783)
(10.0575903021466,1.81592064595145)
(1.10259774561156,8.65766523726208)
(-7.82597908111923,2.14491433184170)
(-4.05956604673121,-8.05953665723569)
(6.73348483929329,-7.13002130312398)
(8.72434740783992,3.66498445815690)
(-1.35617605872347,8.71416140664068)
(-9.38629664352396,0.382800916077703)
(-3.92451123651434,-9.93252783470482)
(7.38080610513976,-7.93979296119548)
(8.61365887526766,3.10061642018168)
(-1.57148929764373,6.93336588654870)
(-7.77603266926413,-2.30082696328477)
(0.101006294836951,-11.1851916313290)
(11.7895979579777,-5.84271795111926)
(10.4757803199594,7.82151234675982)
(-3.35859374621343,11.4527058548171)
(-11.7454081402329,-0.413647549017994)
(-3.60382718323654,-12.3384498594267)
(10.0235281713797,-8.86057340857134)
(11.1713744598268,4.53551466268923)
(-0.514059836645353,9.43755007126232)
(-7.98030262987259,0.125813458441835)
(-1.04948358267242,-9.04507520269130)
(9.52530475682855,-4.48587339247238)
(7.80897447246018,7.28112476288676)
(-4.36129953427061,9.10636255318062)
(-9.88738801014600,-2.09361206900631)
(-0.857625425556616,-10.6397427074443)
(9.82362832304194,-4.26716038017361)
(6.38892748149527,8.14065171541883)
(-7.36077232806997,8.55855214612933)
(-12.8297072902923,-5.00669144000870)
(-2.16936475707303,-15.4322351702507)
(11.0000745529753,-9.85597340905112)
(10.4683347055719,3.07771721601507)
(-0.650464761419887,5.82986175624957)
(-5.29545703746977,-3.72936852519933)
(3.18180584929273,-10.3317623740388)
(12.2289856744278,-3.62614018397462)
(8.64804321677130,7.30123821989930)
(-2.55122914915966,7.43565519735603)
(-5.77254597930914,-2.59016439502819)
(2.58404087822738,-7.84995288237135)
(9.28982452269081,-1.01599660102888)
(3.92882763579609,7.11757457425245)
(-5.71377118147839,3.68249306330601)
(-5.00920809301574,-7.08875885062016)
(5.84179293273325,-9.69256142215091)
(11.5651977619853,-0.0500617002929640)
(3.90953614994693,7.98377624556554)
(-5.80406594068061,2.42347923878199)
(-2.53682660301796,-8.93418671932987)
(10.3366737341222,-8.91637840802514)
(14.7761061226429,4.27988704987833)
(3.41929746155838,13.4257525364867)
(-9.24286203809246,5.90221832215968)
(-6.47143332003376,-8.30093322790738)
(7.38783275791836,-10.1201439878552)
(12.9547379331191,2.03170851026836)
(3.15406186456591,10.2139259142878)
(-6.80072208742066,2.67622234240285)
(-1.33511028466908,-9.03316114193318)
(12.5412314105285,-6.35747791207725)
