1096785418585585487051643762992.
0.040000000000000001
(3.04945162143435,-0.531068241837413)
(0.00630850090613002,1.02300179845460)
(-1.92050616375388,-1.83791006488290)
(0.815141687047847,-4.48934414554818)
(4.41806198408788,-2.34799196200051)
(3.42192146214245,1.89874095850691)
(-0.860955661447041,2.18564731868370)
(-2.16704136194488,-1.70613057435967)
(1.25140900236003,-3.74492618083366)
(3.98079486342827,-0.784664586395410)
(1.69369385547197,2.70636521714869)
(-2.35076972957683,1.52202512867650)
(-2.45547430037628,-2.43568839491405)
(0.802140775721967,-3.37480972763217)
(1.80171751161377,-0.732226474803311)
(-0.983639252478806,0.108804282848553)
(-2.37626392355498,-3.34500372450354)
(1.27780644216301,-6.21881316548160)
(5.78725226960318,-3.50879633338082)
(4.87634786187270,1.87092452184027)
(-0.364449483990201,2.83197522702614)
(-2.75083843565939,-1.60347865795469)
(0.635521450582926,-4.87462279322236)
(4.38980016251557,-2.49962081082220)
(2.92490417426976,1.59816541218206)
(-1.51235061543631,1.20416654198725)
(-2.62064062175787,-3.19013532231007)
(0.718041502303203,-5.79728427564388)
(3.71460590759629,-4.35817817202382)
(3.64316280730577,-2.56377048286277)
(3.47949328111685,-3.08882426660363)
(5.84449207699574,-3.07055304695286)
(7.66721127250939,0.587655055277880)
(4.72741310307551,4.91399055344493)
(-0.921181087344213,4.34985719702004)
(-2.85187371735169,-0.790273078815733)
(0.683713626555414,-4.13309399606168)
(4.24098396853202,-2.16507482870970)
(3.19097248797441,1.06502968839993)
(0.147025131319770,0.444632426435287)
(0.278773663936861,-2.66216063139314)
(3.23048893449106,-3.27003421835297)
(4.31029823679967,-0.980240986586055)
(2.60606158497854,-0.242797807253595)
(2.55862270683259,-2.38747121281766)
(6.13218813279639,-2.71597418942166)
(8.37132958590982,1.88728888933627)
(4.48419045728913,6.69579766774666)
(-1.90926094495367,5.10694713416715)
(-2.84923422778132,-1.25529457933538)
(2.54631544307594,-3.96864800291004)
(6.37922557863097,0.338706996470948)
(3.21381980309458,5.07677018586738)
(-2.13502997865120,3.36638606088195)
(-1.98027094423820,-1.91753461533498)
(2.67849433319702,-2.79870318214745)
(3.88801347724029,1.44374647720357)
(-0.750706439822092,3.02016522291476)
(-3.81037557371922,-2.34155121512058)
(1.13610087141011,-8.13419653389027)
(9.48401686103705,-5.83079885784185)
(11.3791162794732,2.90498858725321)
(5.06999772139099,8.32320202372085)
(-1.31511726666579,5.74069881404556)
(-1.41041060422708,0.767133461736347)
(1.65649485038761,0.0947984608346150)
(1.70425447384724,2.39004746356983)
(-0.975827447023426,2.13750467059201)
(-1.30428116525374,-1.01427220647370)
(1.67937814586711,-2.20714785902875)
(3.31759047188926,0.230496177236833)
(1.16996571863060,1.95314135110320)
(-0.871620241971234,-0.243085039597164)
(1.12382275483087,-3.07954840385290)
(4.68246774538008,-1.99875057358220)
(4.83352277458301,1.48601507751870)
(2.11879591573630,2.25470961353310)
(1.65602683023956,0.00340949842593151)
(4.51547612436855,-0.106381895357668)
(5.38945555527005,3.92631001181770)
(0.955963341415255,6.77326288996518)
(-3.95794904069495,3.45175533322519)
(-2.74786324663765,-2.50376833221351)
(3.06268239112129,-3.40437704815125)
(5.56815752649124,1.56868142050494)
(1.76012313538373,5.17494416112047)
(-2.41327209300306,2.72497302236269)
(-1.20778000648438,-1.39238858183317)
(2.51752061088724,-0.900730088264033)
(2.26378652464052,2.71948055517560)
(-1.77641010478603,2.89066936993437)
(-3.08493139667979,-1.51995130305720)
(0.864155261306819,-4.32217229087621)
(4.58412971647182,-1.66759470138596)
(3.17470790282386,1.97263039718128)
(-0.0104609193920603,0.987741358753206)
(1.14341079060619,-2.31898478797070)
(5.35870239195128,-1.32261266782349)
(5.42493696313574,3.93917523998581)
(-0.318767582079681,5.78944936890330)
(-4.23572534463634,0.375973036493762)
(-0.0626896932653980,-5.58822097770217)
(7.44268838380530,-3.72151829141280)
(8.62291109539943,4.00117094946142)
(2.35703124965880,7.82771768724058)
(-2.65725850480967,3.83737151698200)
(-0.428612611663330,-1.11869875591361)
(4.37611386440869,0.173085048208728)
(4.05977833563884,5.23937998653714)
(-0.947453609834303,6.49031938271192)
(-3.65999042950411,2.56654795816069)
(-1.31397367515338,-0.542297078422216)
(1.28971240300734,0.846608314556328)
(-0.00748973960550094,3.07009577013868)
(-2.48413157920377,1.75099212356140)
(-1.60530767947962,-1.16481539440322)
(1.42429685478608,-0.969818751516711)
(1.76075086212814,1.93842016897537)
(-1.07771880367539,2.70260123570102)
(-2.38921269063805,-0.0574104618185957)
(0.0702531339506488,-1.96119646234786)
(2.38673109556086,0.0350456988011665)
(0.791397707856669,2.61193671672747)
(-2.11657463830239,1.35349075941836)
(-1.36367133316433,-2.00447106607653)
(2.34735223825520,-2.06516175900373)
(3.41727618196821,1.67048792900176)
(0.0424920101640455,3.71980656451824)
(-2.78332791258841,1.00207918685126)
(-0.877085182196016,-2.32174322446109)
(2.67586446786777,-1.24641844464675)
(2.36034222951094,2.33474567992401)
(-1.13815465168754,2.67564630369040)
(-2.06155220401800,-0.717245151188617)
(1.24141797802912,-2.25415116188693)
(3.54365812179497,0.872745758526062)
(0.902302366068367,4.04925379409907)
(-2.97622522767351,2.30456103066029)
(-2.32078614304207,-1.83669685745552)
(1.70721680608519,-2.12261158784088)
(2.71828603895175,1.71364131787042)
(-0.961762740689093,3.46092507612163)
(-3.58678902493528,0.103561198112183)
(-0.903335240366731,-3.35828170724203)
(3.11419898365321,-1.59984913403439)
(2.31860187561679,2.67857700210989)
(-2.04031500158031,2.82610356988221)
(-3.16146106427276,-1.44157743491817)
(0.767646633869787,-3.52897473292648)
(3.69646749568554,-0.180480319887831)
(1.08323018952080,3.40800926437853)
(-2.99586671692951,1.62919983848573)
(-2.13790921569209,-2.76853519640537)
(2.38371992435642,-2.89057797618623)
(3.51175415683523,1.54999941468780)
(-0.618000965556567,3.68107926088761)
(-3.67104079913539,0.122529544746492)
(-0.892962471864420,-3.66418525169810)
(3.42869220511019,-1.76425430177445)
(2.49894558237026,2.96601795933791)
(-2.45544362741062,3.20158849241563)
(-3.99378310545668,-1.56395408910001)
(0.0943226943097741,-4.21151590466534)
(3.40090183499944,-0.986756535896388)
(0.860350806391032,2.70743455191895)
(-3.34840497723174,0.731469527434049)
(-2.24733866319087,-4.16840765104198)
(3.07311781532529,-4.47735002476552)
(4.99240790009665,0.536384241447344)
(0.964943858444529,3.67157014791041)
(-2.71023036640768,0.800461305683026)
(-0.696614628151952,-2.99096231458049)
(3.25712461250329,-1.52534584004292)
(2.40786837168930,2.82186127182263)
(-2.29594635964247,2.95443193960898)
(-3.64579595750282,-1.69833116082023)
(0.516430343396773,-4.13877144377183)
(3.78951436257869,-0.650242920548902)
(1.05496647111848,3.34979574154683)
(-3.58662011717005,1.61362077270200)
(-3.11580551648781,-3.31927848388868)
(1.62897476118919,-4.06610963338741)
(3.33453727736749,0.268479699957286)
(-0.545149531693163,2.88356871741045)
(-4.14419834047392,-0.187370148138727)
(-2.47599292651990,-4.32922720593510)
(1.17377971185441,-4.03798545910270)
(1.18976537387996,-1.48424391271215)
(-1.01122969909033,-2.30648067901380)
(0.495744067476138,-5.65084022372803)
(5.65891055318286,-4.95070855550589)
(7.22771472014738,1.17127777623612)
(1.74201402140802,5.29456624781534)
(-4.16161447909420,1.63064308942994)
(-2.73534130726906,-4.96495082077695)
(3.58039379709121,-5.63147075138674)
(5.78009649500535,-0.298484663534826)
(1.61326211773659,2.63609439832857)
(-1.52677819510862,-0.779021636208486)
(1.63460348953404,-4.28984406027453)
(6.07071686204746,-1.50076813710900)
(4.41179274477128,3.98749309589348)
(-1.45302938127430,4.10351942322732)
(-3.21538498729479,-1.17845469004548)
(1.03922783877170,-3.85731236532529)
(4.05814345582813,-0.372587760285931)
(0.949122275649247,3.02508002757464)
(-3.16741251458423,0.371467787844292)
(-1.45323338553997,-4.44958601020426)
(3.55823859646233,-3.91935934109916)
(3.86848313862576,0.871382265437621)
(-0.962201107789138,1.61378752537380)
(-2.47618445006209,-3.83185705328210)
(3.44744332552597,-7.15874384728288)
(9.24072808358900,-2.02468942929809)
(6.41385029471747,5.57383705718602)
(-1.40282261110814,5.54382563548979)
(-3.39936103854377,-1.28553812594533)
(2.37158074631116,-4.29074618136611)
(6.14435249185338,0.942649805548929)
